customerid,recency,frequency,monetary,cluster,segment
17303,360,1,250,1,Lost Customers
17306,10,21,8661,0,Low Value Customers
17307,364,1,152,1,Lost Customers
17309,94,1,82,0,Low Value Customers
17311,77,2,1384,0,Low Value Customers
17312,138,3,644,0,Low Value Customers
17313,17,2,2369,0,Low Value Customers
17314,24,11,2541,0,Low Value Customers
17315,0,43,6369,0,Low Value Customers
17317,45,5,2676,0,Low Value Customers
17320,99,3,1200,0,Low Value Customers
17321,7,2,657,0,Low Value Customers
17323,14,9,918,0,Low Value Customers
17324,17,4,986,0,Low Value Customers
17325,279,1,96,1,Lost Customers
17329,13,2,523,0,Low Value Customers
17330,22,2,363,0,Low Value Customers
17331,123,1,175,0,Low Value Customers
17333,85,1,494,0,Low Value Customers
17334,300,3,307,1,Lost Customers
17337,150,7,2064,1,Lost Customers
17338,16,10,6525,0,Low Value Customers
17339,93,2,243,0,Low Value Customers
17340,8,16,12815,0,Low Value Customers
17341,156,3,682,1,Lost Customers
17343,354,1,193,1,Lost Customers
17344,45,1,157,0,Low Value Customers
17345,14,4,519,0,Low Value Customers
17346,3,16,2687,0,Low Value Customers
17347,85,1,228,0,Low Value Customers
17348,14,5,1156,0,Low Value Customers
17349,178,1,98,1,Lost Customers
17350,7,5,1311,0,Low Value Customers
17351,35,3,587,0,Low Value Customers
17353,128,2,1740,0,Low Value Customers
17354,50,1,1393,0,Low Value Customers
17356,311,1,178,1,Lost Customers
17357,23,2,384,0,Low Value Customers
17358,302,2,360,1,Lost Customers
17359,10,1,127,0,Low Value Customers
17360,16,3,568,0,Low Value Customers
17361,48,3,488,0,Low Value Customers
17362,238,2,312,1,Lost Customers
17364,0,12,4488,0,Low Value Customers
17365,12,8,4767,0,Low Value Customers
17367,237,1,167,1,Lost Customers
17368,22,9,2442,0,Low Value Customers
17370,72,4,446,0,Low Value Customers
17371,16,3,418,0,Low Value Customers
17372,40,8,1337,0,Low Value Customers
17373,39,4,646,0,Low Value Customers
17374,218,2,495,1,Lost Customers
17375,189,4,427,1,Lost Customers
17376,70,2,203,0,Low Value Customers
17377,23,21,4233,0,Low Value Customers
17379,10,1,389,0,Low Value Customers
17381,8,30,20278,0,Low Value Customers
17382,64,1,65,0,Low Value Customers
17383,3,1,193,0,Low Value Customers
17384,18,2,336,0,Low Value Customers
17385,14,1,256,0,Low Value Customers
17386,7,6,2686,0,Low Value Customers
17387,19,2,746,0,Low Value Customers
17388,77,4,1259,0,Low Value Customers
17389,0,43,32367,0,Low Value Customers
17391,163,2,508,1,Lost Customers
17392,306,2,417,1,Lost Customers
17394,218,1,203,1,Lost Customers
17396,38,8,7330,0,Low Value Customers
17397,21,2,681,0,Low Value Customers
17398,114,3,653,0,Low Value Customers
17400,125,5,2097,0,Low Value Customers
17402,4,13,2633,0,Low Value Customers
17403,35,1,263,0,Low Value Customers
17404,3,18,33512,0,Low Value Customers
17405,0,5,1095,0,Low Value Customers
17406,329,5,2456,1,Lost Customers
17408,162,1,32,1,Lost Customers
17409,184,2,771,1,Lost Customers
17410,15,5,1214,0,Low Value Customers
17411,11,4,808,0,Low Value Customers
17412,2,7,1258,0,Low Value Customers
17414,43,2,778,0,Low Value Customers
17415,79,1,507,0,Low Value Customers
17416,29,9,6948,0,Low Value Customers
17418,41,2,463,0,Low Value Customers
17419,10,14,4252,0,Low Value Customers
17420,49,3,598,0,Low Value Customers
17422,15,10,2105,0,Low Value Customers
17423,44,4,733,0,Low Value Customers
17425,18,2,759,0,Low Value Customers
17426,3,7,5052,0,Low Value Customers
17427,71,1,100,0,Low Value Customers
17428,0,33,17435,0,Low Value Customers
17429,120,4,537,0,Low Value Customers
17430,32,2,265,0,Low Value Customers
17431,312,1,403,1,Lost Customers
17432,17,2,365,0,Low Value Customers
17433,87,1,303,0,Low Value Customers
17434,1,9,2414,0,Low Value Customers
17436,1,2,216,0,Low Value Customers
17438,246,2,398,1,Lost Customers
17440,147,5,195,1,Lost Customers
17442,28,10,2286,0,Low Value Customers
17443,219,1,534,1,Lost Customers
17444,147,3,2940,1,Lost Customers
17446,176,2,120,1,Lost Customers
17447,39,2,541,0,Low Value Customers
17448,144,1,4287,1,Lost Customers
17449,1,8,2535,0,Low Value Customers
17450,7,55,201459,4,Loyal Customers
17451,0,10,1793,0,Low Value Customers
17453,17,2,486,0,Low Value Customers
17454,191,4,517,1,Lost Customers
17455,203,1,131,1,Lost Customers
17456,364,1,249,1,Lost Customers
17457,126,5,1737,0,Low Value Customers
17458,14,1,316,0,Low Value Customers
17459,42,2,657,0,Low Value Customers
17460,78,8,792,0,Low Value Customers
17461,22,3,735,0,Low Value Customers
17462,50,3,688,0,Low Value Customers
17463,15,6,1890,0,Low Value Customers
17464,157,1,289,1,Lost Customers
17466,9,2,763,0,Low Value Customers
17468,9,2,137,0,Low Value Customers
17469,15,6,1898,0,Low Value Customers
17470,44,5,1125,0,Low Value Customers
17472,190,3,697,1,Lost Customers
17475,78,1,194,0,Low Value Customers
17480,73,2,517,0,Low Value Customers
17481,3,5,1261,0,Low Value Customers
17483,64,3,414,0,Low Value Customers
17486,260,1,396,1,Lost Customers
17489,58,2,376,0,Low Value Customers
17490,0,11,2257,0,Low Value Customers
17491,0,11,3575,0,Low Value Customers
17492,247,1,374,1,Lost Customers
17495,7,2,497,0,Low Value Customers
17496,358,1,271,1,Lost Customers
17498,75,1,272,0,Low Value Customers
17499,289,1,622,1,Lost Customers
17500,16,3,1138,0,Low Value Customers
17501,220,2,288,1,Lost Customers
17502,8,4,689,0,Low Value Customers
17503,2,2,558,0,Low Value Customers
17504,205,10,3248,1,Lost Customers
17505,161,2,1145,1,Lost Customers
17506,69,2,310,0,Low Value Customers
17507,261,2,605,1,Lost Customers
17508,280,1,387,1,Lost Customers
17509,57,11,6098,0,Low Value Customers
17510,24,1,308,0,Low Value Customers
17511,2,46,93999,2,Big Spenders
17512,28,11,2929,0,Low Value Customers
17513,71,1,513,0,Low Value Customers
17514,127,1,208,0,Low Value Customers
17515,30,4,639,0,Low Value Customers
17516,14,5,764,0,Low Value Customers
17517,308,1,153,1,Lost Customers
17519,16,7,1848,0,Low Value Customers
17520,53,1,546,0,Low Value Customers
17521,23,4,724,0,Low Value Customers
17522,1,5,1070,0,Low Value Customers
17523,10,4,652,0,Low Value Customers
17524,360,1,145,1,Lost Customers
17525,359,1,422,1,Lost Customers
17526,0,8,1685,0,Low Value Customers
17527,53,6,989,0,Low Value Customers
17528,0,11,3716,0,Low Value Customers
17530,0,10,2367,0,Low Value Customers
17531,120,2,299,0,Low Value Customers
17534,53,1,223,0,Low Value Customers
17535,279,1,164,1,Lost Customers
17536,176,1,76,1,Lost Customers
17537,29,2,887,0,Low Value Customers
17538,25,1,98,0,Low Value Customers
17540,8,3,587,0,Low Value Customers
17542,269,1,170,1,Lost Customers
17545,42,3,642,0,Low Value Customers
17547,371,1,11,1,Lost Customers
17548,217,3,348,1,Lost Customers
17549,23,2,148,0,Low Value Customers
17550,196,3,267,1,Lost Customers
17551,358,1,290,1,Lost Customers
17552,42,6,950,0,Low Value Customers
17553,129,1,1487,0,Low Value Customers
17554,0,5,1952,0,Low Value Customers
17555,19,2,480,0,Low Value Customers
17556,205,1,157,1,Lost Customers
17557,13,3,541,0,Low Value Customers
17560,94,5,854,0,Low Value Customers
17561,18,1,165,0,Low Value Customers
17562,13,8,1137,0,Low Value Customers
17564,23,3,454,0,Low Value Customers
17566,7,2,869,0,Low Value Customers
17567,6,10,4650,0,Low Value Customers
17569,331,1,344,1,Lost Customers
17571,49,4,1425,0,Low Value Customers
17572,70,4,226,0,Low Value Customers
17573,28,4,398,0,Low Value Customers
17574,242,1,185,1,Lost Customers
17576,7,22,3729,0,Low Value Customers
17578,190,2,162,1,Lost Customers
17579,4,4,457,0,Low Value Customers
17580,252,3,215,1,Lost Customers
17581,0,31,11334,0,Low Value Customers
17582,235,1,175,1,Lost Customers
17584,6,3,1257,0,Low Value Customers
17585,108,4,1116,0,Low Value Customers
17588,99,3,1240,0,Low Value Customers
17589,59,4,2404,0,Low Value Customers
17590,1,3,1468,0,Low Value Customers
17591,72,8,2214,0,Low Value Customers
17593,3,6,3939,0,Low Value Customers
17594,84,2,993,0,Low Value Customers
17595,11,2,386,0,Low Value Customers
17596,22,7,2806,0,Low Value Customers
17597,213,1,2044,1,Lost Customers
17600,17,1,161,0,Low Value Customers
17601,238,1,116,1,Lost Customers
17602,1,8,5106,0,Low Value Customers
17603,49,5,1954,0,Low Value Customers
17604,216,2,309,1,Lost Customers
17608,32,2,191,0,Low Value Customers
17609,40,6,1114,0,Low Value Customers
17611,3,19,3997,0,Low Value Customers
17612,52,10,2104,0,Low Value Customers
17613,22,17,4594,0,Low Value Customers
17614,56,1,386,0,Low Value Customers
17615,129,3,329,0,Low Value Customers
17616,173,3,571,1,Lost Customers
17618,5,3,930,0,Low Value Customers
17619,311,1,214,1,Lost Customers
17620,59,1,81,0,Low Value Customers
17621,20,4,1423,0,Low Value Customers
17623,32,1,527,0,Low Value Customers
17624,14,2,843,0,Low Value Customers
17625,17,4,2020,0,Low Value Customers
17628,80,1,75,0,Low Value Customers
17629,5,9,1844,0,Low Value Customers
17630,169,2,503,1,Lost Customers
17631,1,3,528,0,Low Value Customers
17633,30,6,1407,0,Low Value Customers
17634,35,9,2358,0,Low Value Customers
17636,8,2,305,0,Low Value Customers
17637,30,2,547,0,Low Value Customers
17639,275,1,108,1,Lost Customers
17640,86,1,621,0,Low Value Customers
17642,119,2,712,0,Low Value Customers
17643,372,1,101,1,Lost Customers
17644,0,17,3022,0,Low Value Customers
17646,218,4,1021,1,Lost Customers
17647,64,1,133,0,Low Value Customers
17648,60,5,1805,0,Low Value Customers
17649,134,2,875,0,Low Value Customers
17650,20,1,166,0,Low Value Customers
17651,11,14,4003,0,Low Value Customers
17652,24,18,4998,0,Low Value Customers
17653,28,5,1239,0,Low Value Customers
17654,276,1,117,1,Lost Customers
17655,10,8,2706,0,Low Value Customers
17656,72,5,1674,0,Low Value Customers
17658,10,3,704,0,Low Value Customers
17659,3,14,3044,0,Low Value Customers
17660,140,1,178,1,Lost Customers
17663,25,9,1817,0,Low Value Customers
17664,18,2,604,0,Low Value Customers
17666,3,2,728,0,Low Value Customers
17667,65,5,2055,0,Low Value Customers
17668,0,2,347,0,Low Value Customers
17669,42,7,3406,0,Low Value Customers
17670,227,1,205,1,Lost Customers
17671,15,6,1861,0,Low Value Customers
17672,43,4,3249,0,Low Value Customers
17673,0,7,1601,0,Low Value Customers
17674,73,2,551,0,Low Value Customers
17675,0,41,20650,0,Low Value Customers
17676,3,7,1375,0,Low Value Customers
17677,1,43,16489,0,Low Value Customers
17678,263,1,298,1,Lost Customers
17679,52,2,1992,0,Low Value Customers
17680,23,1,184,0,Low Value Customers
17682,9,7,2489,0,Low Value Customers
17684,43,1,239,0,Low Value Customers
17685,16,7,3155,0,Low Value Customers
17686,6,7,5739,0,Low Value Customers
17690,29,16,4736,0,Low Value Customers
17691,357,2,290,1,Lost Customers
17692,126,5,748,0,Low Value Customers
17693,135,3,213,0,Low Value Customers
17694,141,1,283,1,Lost Customers
17695,131,2,765,0,Low Value Customers
17696,37,14,2370,0,Low Value Customers
17697,235,1,338,1,Lost Customers
17698,260,1,154,1,Lost Customers
17700,16,6,2560,0,Low Value Customers
17701,252,1,417,1,Lost Customers
17702,29,6,1929,0,Low Value Customers
17703,34,3,798,0,Low Value Customers
17704,168,2,885,1,Lost Customers
17705,2,10,1865,0,Low Value Customers
17706,3,22,10911,0,Low Value Customers
17707,184,2,152,1,Lost Customers
17708,187,2,263,1,Lost Customers
17709,169,1,137,1,Lost Customers
17711,10,2,385,0,Low Value Customers
17712,44,1,522,0,Low Value Customers
17714,320,1,153,1,Lost Customers
17715,200,1,326,1,Lost Customers
17716,22,12,5806,0,Low Value Customers
17718,231,1,139,1,Lost Customers
17719,37,18,5424,0,Low Value Customers
17720,25,4,1195,0,Low Value Customers
17722,95,6,2467,0,Low Value Customers
17723,126,6,3276,0,Low Value Customers
17724,57,4,1070,0,Low Value Customers
17725,15,14,3507,0,Low Value Customers
17727,8,2,1077,0,Low Value Customers
17728,3,5,3236,0,Low Value Customers
17730,2,15,5308,0,Low Value Customers
17731,78,5,1602,0,Low Value Customers
17732,372,1,303,1,Lost Customers
17733,38,2,692,0,Low Value Customers
17734,53,3,700,0,Low Value Customers
17735,1,19,13110,0,Low Value Customers
17736,8,4,417,0,Low Value Customers
17737,8,2,168,0,Low Value Customers
17738,18,5,1894,0,Low Value Customers
17739,11,8,2796,0,Low Value Customers
17742,112,2,355,0,Low Value Customers
17744,3,7,2353,0,Low Value Customers
17746,234,2,121,1,Lost Customers
17747,99,2,78,0,Low Value Customers
17749,177,2,674,1,Lost Customers
17750,4,9,1710,0,Low Value Customers
17752,358,1,80,1,Lost Customers
17754,0,6,1696,0,Low Value Customers
17757,0,31,5613,0,Low Value Customers
17758,18,8,3408,0,Low Value Customers
17759,16,3,819,0,Low Value Customers
17760,21,2,287,0,Low Value Customers
17761,32,1,712,0,Low Value Customers
17763,262,1,15,1,Lost Customers
17764,50,2,772,0,Low Value Customers
17765,158,3,367,1,Lost Customers
17767,14,1,271,0,Low Value Customers
17768,7,3,2081,0,Low Value Customers
17769,12,12,3994,0,Low Value Customers
17770,198,5,1143,1,Lost Customers
17771,56,2,245,0,Low Value Customers
17772,10,2,173,0,Low Value Customers
17774,96,5,1223,0,Low Value Customers
17775,254,1,56,1,Lost Customers
17777,24,3,647,0,Low Value Customers
17779,20,5,666,0,Low Value Customers
17781,158,2,188,1,Lost Customers
17783,71,2,283,0,Low Value Customers
17785,52,1,131,0,Low Value Customers
17786,84,2,266,0,Low Value Customers
17787,152,4,1817,1,Lost Customers
17788,73,2,1117,0,Low Value Customers
17789,280,1,225,1,Lost Customers
17790,26,14,1964,0,Low Value Customers
17791,29,1,106,0,Low Value Customers
17793,24,1,300,0,Low Value Customers
17795,179,2,342,1,Lost Customers
17796,39,4,690,0,Low Value Customers
17797,21,3,780,0,Low Value Customers
17799,21,11,3069,0,Low Value Customers
17800,36,9,1187,0,Low Value Customers
17802,81,4,1318,0,Low Value Customers
17805,73,1,512,0,Low Value Customers
17806,10,1,546,0,Low Value Customers
17809,15,15,6196,0,Low Value Customers
17811,3,51,7921,0,Low Value Customers
17812,12,4,699,0,Low Value Customers
17813,13,7,1754,0,Low Value Customers
17816,36,4,36,0,Low Value Customers
17817,3,3,387,0,Low Value Customers
17819,71,8,3748,0,Low Value Customers
17820,190,2,24,1,Lost Customers
17824,50,1,298,0,Low Value Customers
17827,4,5,1987,0,Low Value Customers
17828,8,9,2040,0,Low Value Customers
17829,298,1,889,1,Lost Customers
17830,1,3,398,0,Low Value Customers
17831,32,1,35,0,Low Value Customers
17832,49,1,155,0,Low Value Customers
17835,2,3,342,0,Low Value Customers
17836,46,1,110,0,Low Value Customers
17837,41,10,1574,0,Low Value Customers
17838,26,6,3174,0,Low Value Customers
17839,41,1,318,0,Low Value Customers
17841,1,169,41170,2,Big Spenders
17843,302,1,205,1,Lost Customers
17844,106,1,51,0,Low Value Customers
17846,84,1,2033,0,Low Value Customers
17848,80,9,901,0,Low Value Customers
17849,217,4,605,1,Lost Customers
17850,301,35,5478,1,Lost Customers
17852,11,2,114,0,Low Value Customers
17854,184,2,311,1,Lost Customers
17855,372,1,208,1,Lost Customers
17856,1,6,1442,0,Low Value Customers
17857,2,25,26994,0,Low Value Customers
17858,5,12,5140,0,Low Value Customers
17859,304,1,141,1,Lost Customers
17860,368,1,226,1,Lost Customers
17861,2,9,2139,0,Low Value Customers
17862,323,1,330,1,Lost Customers
17863,58,6,3160,0,Low Value Customers
17864,12,3,554,0,Low Value Customers
17865,30,27,10894,0,Low Value Customers
17866,142,2,333,1,Lost Customers
17867,29,8,1732,0,Low Value Customers
17869,106,5,428,0,Low Value Customers
17870,1,13,1870,0,Low Value Customers
17871,204,1,155,1,Lost Customers
17873,79,6,1943,0,Low Value Customers
17874,184,7,708,1,Lost Customers
17877,169,1,237,1,Lost Customers
17878,43,1,379,0,Low Value Customers
17879,173,1,178,1,Lost Customers
17880,364,1,458,1,Lost Customers
17881,303,1,133,1,Lost Customers
17883,2,4,664,0,Low Value Customers
17884,3,4,695,0,Low Value Customers
17885,11,1,156,0,Low Value Customers
17886,31,3,869,0,Low Value Customers
17887,128,1,111,0,Low Value Customers
17888,18,10,916,0,Low Value Customers
17889,211,2,201,1,Lost Customers
17890,322,2,586,1,Lost Customers
17891,161,1,203,1,Lost Customers
17892,55,3,244,0,Low Value Customers
17893,224,1,107,1,Lost Customers
17894,71,8,1118,0,Low Value Customers
17895,43,1,95,0,Low Value Customers
17896,22,1,256,0,Low Value Customers
17897,172,4,567,1,Lost Customers
17898,84,2,152,0,Low Value Customers
17899,158,1,154,1,Lost Customers
17900,164,4,209,1,Lost Customers
17901,28,1,110,0,Low Value Customers
17904,20,2,193,0,Low Value Customers
17905,70,4,798,0,Low Value Customers
17906,246,1,72,1,Lost Customers
17908,373,1,232,1,Lost Customers
17911,8,1,366,0,Low Value Customers
17912,309,6,325,1,Lost Customers
17913,58,2,408,0,Low Value Customers
17914,3,1,329,0,Low Value Customers
17917,44,3,335,0,Low Value Customers
17919,87,1,1304,0,Low Value Customers
17920,3,17,4119,0,Low Value Customers
17921,63,4,820,0,Low Value Customers
17923,281,1,207,1,Lost Customers
17924,0,13,3030,0,Low Value Customers
17925,372,1,244,1,Lost Customers
17926,132,2,397,0,Low Value Customers
17928,44,2,212,0,Low Value Customers
17929,10,5,851,0,Low Value Customers
17930,35,5,1740,0,Low Value Customers
17931,133,2,408,0,Low Value Customers
17932,28,3,1331,0,Low Value Customers
17934,51,2,704,0,Low Value Customers
17935,137,2,145,0,Low Value Customers
17936,4,1,380,0,Low Value Customers
17937,8,7,4301,0,Low Value Customers
17939,159,1,99,1,Lost Customers
17940,48,14,6142,0,Low Value Customers
17941,130,1,304,0,Low Value Customers
17942,7,1,77,0,Low Value Customers
17946,232,2,149,1,Lost Customers
17947,36,1,176,0,Low Value Customers
17948,146,1,358,1,Lost Customers
17949,0,52,64270,2,Big Spenders
17950,71,4,492,0,Low Value Customers
17951,39,4,1026,0,Low Value Customers
17954,4,16,2351,0,Low Value Customers
17955,198,4,557,1,Lost Customers
17956,248,1,12,1,Lost Customers
17957,65,1,111,0,Low Value Customers
17958,116,1,508,0,Low Value Customers
17960,170,1,73,1,Lost Customers
17961,20,39,1296,0,Low Value Customers
17962,141,1,102,1,Lost Customers
17964,31,2,463,0,Low Value Customers
17965,37,14,2599,0,Low Value Customers
17966,37,5,1098,0,Low Value Customers
17967,371,1,112,1,Lost Customers
17968,373,1,265,1,Lost Customers
17969,165,2,228,1,Lost Customers
17970,210,1,562,1,Lost Customers
17972,241,1,135,1,Lost Customers
17973,51,1,337,0,Low Value Customers
17974,24,3,703,0,Low Value Customers
17975,14,14,4578,0,Low Value Customers
17976,371,1,321,1,Lost Customers
17977,28,1,288,0,Low Value Customers
17978,364,1,300,1,Lost Customers
17979,35,5,752,0,Low Value Customers
17980,165,3,811,1,Lost Customers
17984,144,1,152,1,Lost Customers
17985,21,1,631,0,Low Value Customers
17986,55,1,20,0,Low Value Customers
17987,184,1,198,1,Lost Customers
17988,11,8,211,0,Low Value Customers
17990,236,3,630,1,Lost Customers
17991,224,2,93,1,Lost Customers
17994,121,6,723,0,Low Value Customers
17995,281,1,76,1,Lost Customers
17997,73,12,2421,0,Low Value Customers
17999,36,2,380,0,Low Value Customers
18001,11,2,415,0,Low Value Customers
18004,361,1,157,1,Lost Customers
18005,3,2,226,0,Low Value Customers
18006,22,1,444,0,Low Value Customers
18008,69,9,2116,0,Low Value Customers
18009,234,2,252,1,Lost Customers
18010,256,1,174,1,Lost Customers
18011,372,1,102,1,Lost Customers
18013,154,2,187,1,Lost Customers
18014,27,1,162,0,Low Value Customers
18015,3,1,120,0,Low Value Customers
18016,31,5,1477,0,Low Value Customers
18017,80,3,523,0,Low Value Customers
18018,107,2,122,0,Low Value Customers
18019,51,1,38,0,Low Value Customers
18022,35,1,612,0,Low Value Customers
18024,152,3,542,1,Lost Customers
18027,98,1,115,0,Low Value Customers
18030,3,3,240,0,Low Value Customers
18032,333,1,73,1,Lost Customers
18033,64,1,93,0,Low Value Customers
18034,21,2,418,0,Low Value Customers
18035,35,3,713,0,Low Value Customers
18036,31,3,403,0,Low Value Customers
18037,153,6,70,1,Lost Customers
18040,18,2,357,0,Low Value Customers
18041,11,22,4119,0,Low Value Customers
18042,53,1,165,0,Low Value Customers
18043,24,3,529,0,Low Value Customers
18044,3,11,2091,0,Low Value Customers
18045,44,1,178,0,Low Value Customers
18048,202,2,172,1,Lost Customers
18050,358,1,74,1,Lost Customers
18053,65,2,302,0,Low Value Customers
18055,6,11,6793,0,Low Value Customers
18056,287,1,363,1,Lost Customers
18058,9,1,170,0,Low Value Customers
18059,8,4,316,0,Low Value Customers
18061,21,10,2119,0,Low Value Customers
18062,172,3,720,1,Lost Customers
18064,132,2,814,0,Low Value Customers
18065,5,15,2405,0,Low Value Customers
18066,74,1,318,0,Low Value Customers
18067,39,1,396,0,Low Value Customers
18068,288,1,101,1,Lost Customers
18069,25,7,2024,0,Low Value Customers
18071,257,2,453,1,Lost Customers
18072,154,2,494,1,Lost Customers
18073,113,13,3872,0,Low Value Customers
18074,373,1,489,1,Lost Customers
18075,22,14,2684,0,Low Value Customers
18077,7,11,2584,0,Low Value Customers
18078,216,2,336,1,Lost Customers
18079,44,4,3613,0,Low Value Customers
18080,18,2,1231,0,Low Value Customers
18081,35,3,343,0,Low Value Customers
18082,25,1,680,0,Low Value Customers
18084,15,2,93,0,Low Value Customers
18085,329,2,689,1,Lost Customers
18086,273,1,101,1,Lost Customers
18087,97,4,4341,0,Low Value Customers
18088,60,1,166,0,Low Value Customers
18092,1,12,9070,0,Low Value Customers
18093,92,5,2129,0,Low Value Customers
18094,81,7,3017,0,Low Value Customers
18095,312,2,580,1,Lost Customers
18096,11,3,849,0,Low Value Customers
18097,7,7,2667,0,Low Value Customers
18099,126,1,168,0,Low Value Customers
18101,10,2,222,0,Low Value Customers
18102,0,62,262876,4,Loyal Customers
18104,36,1,754,0,Low Value Customers
18105,37,1,113,0,Low Value Customers
18106,329,1,421,1,Lost Customers
18108,248,2,277,1,Lost Customers
18109,1,31,8132,0,Low Value Customers
18110,18,2,229,0,Low Value Customers
18112,11,2,352,0,Low Value Customers
18113,368,1,76,1,Lost Customers
18114,289,1,220,1,Lost Customers
18116,67,8,1403,0,Low Value Customers
18117,25,1,315,0,Low Value Customers
18118,10,31,5683,0,Low Value Customers
18119,367,1,180,1,Lost Customers
18120,213,1,111,1,Lost Customers
18121,148,2,653,1,Lost Customers
18122,7,6,1793,0,Low Value Customers
18123,23,2,574,0,Low Value Customers
18125,29,5,1133,0,Low Value Customers
18126,60,1,200,0,Low Value Customers
18127,18,3,347,0,Low Value Customers
18129,242,1,112,1,Lost Customers
18130,8,4,1073,0,Low Value Customers
18133,210,2,1147,1,Lost Customers
18135,28,5,681,0,Low Value Customers
18136,62,4,806,0,Low Value Customers
18138,294,1,152,1,Lost Customers
18139,16,8,8483,0,Low Value Customers
18141,360,1,35,1,Lost Customers
18142,150,4,1024,1,Lost Customers
18143,116,2,1000,0,Low Value Customers
18144,7,12,2888,0,Low Value Customers
18145,12,4,2861,0,Low Value Customers
18146,140,2,160,1,Lost Customers
18147,45,2,179,0,Low Value Customers
18149,50,3,612,0,Low Value Customers
18150,31,3,566,0,Low Value Customers
18151,134,2,653,0,Low Value Customers
18154,2,2,399,0,Low Value Customers
18155,74,4,395,0,Low Value Customers
18156,12,2,675,0,Low Value Customers
18158,8,3,455,0,Low Value Customers
18159,300,1,530,1,Lost Customers
18160,56,2,638,0,Low Value Customers
18161,9,6,1624,0,Low Value Customers
18164,30,2,404,0,Low Value Customers
18165,176,1,302,1,Lost Customers
18167,3,6,1414,0,Low Value Customers
18168,175,9,1196,1,Lost Customers
18169,60,1,202,0,Low Value Customers
18170,32,3,980,0,Low Value Customers
18171,58,7,1254,0,Low Value Customers
18172,14,25,7633,0,Low Value Customers
18173,86,4,2106,0,Low Value Customers
18174,6,1,104,0,Low Value Customers
18176,353,2,504,1,Lost Customers
18177,30,7,1368,0,Low Value Customers
18178,113,6,1608,0,Low Value Customers
18179,8,6,1793,0,Low Value Customers
18180,4,6,1843,0,Low Value Customers
18181,23,1,366,0,Low Value Customers
18183,217,6,663,1,Lost Customers
18184,14,1,49,0,Low Value Customers
18185,248,1,304,1,Lost Customers
18188,14,4,2003,0,Low Value Customers
18189,77,3,1096,0,Low Value Customers
18190,191,3,294,1,Lost Customers
18191,261,1,207,1,Lost Customers
18192,71,1,957,0,Low Value Customers
18193,150,3,274,1,Lost Customers
18194,63,2,1051,0,Low Value Customers
18196,94,2,686,0,Low Value Customers
18198,3,21,5768,0,Low Value Customers
18200,105,1,150,0,Low Value Customers
18202,199,3,1396,1,Lost Customers
18203,156,1,160,1,Lost Customers
18204,70,4,1989,0,Low Value Customers
18205,35,2,517,0,Low Value Customers
18209,28,1,139,0,Low Value Customers
18210,1,6,2621,0,Low Value Customers
18211,25,5,600,0,Low Value Customers
18212,325,1,216,1,Lost Customers
18213,236,1,232,1,Lost Customers
18215,88,1,299,0,Low Value Customers
18216,30,1,481,0,Low Value Customers
18217,28,2,621,0,Low Value Customers
18218,205,4,677,1,Lost Customers
18219,2,11,2119,0,Low Value Customers
18220,219,2,312,1,Lost Customers
18221,21,6,1049,0,Low Value Customers
18222,92,1,443,0,Low Value Customers
18223,1,27,6653,0,Low Value Customers
18224,263,1,158,1,Lost Customers
18225,2,17,5653,0,Low Value Customers
18226,38,14,5264,0,Low Value Customers
18227,217,1,93,1,Lost Customers
18228,49,3,790,0,Low Value Customers
18229,11,20,7276,0,Low Value Customers
18230,8,10,2903,0,Low Value Customers
18231,191,6,2088,1,Lost Customers
18232,81,5,603,0,Low Value Customers
18233,325,1,440,1,Lost Customers
18235,71,3,1796,0,Low Value Customers
18236,29,6,882,0,Low Value Customers
18237,2,5,987,0,Low Value Customers
18239,218,5,1561,1,Lost Customers
18240,45,1,422,0,Low Value Customers
18241,9,18,2088,0,Low Value Customers
18242,71,4,2232,0,Low Value Customers
18245,6,8,2626,0,Low Value Customers
18246,23,2,596,0,Low Value Customers
18248,113,4,825,0,Low Value Customers
18249,16,1,95,0,Low Value Customers
18250,300,2,355,1,Lost Customers
18251,86,1,4314,0,Low Value Customers
18252,50,2,518,0,Low Value Customers
18255,88,1,103,0,Low Value Customers
18256,354,1,50,1,Lost Customers
18257,38,12,2409,0,Low Value Customers
18259,24,3,2338,0,Low Value Customers
18260,172,8,2676,1,Lost Customers
18261,42,2,324,0,Low Value Customers
18262,139,1,149,1,Lost Customers
18263,22,4,1215,0,Low Value Customers
18265,71,2,801,0,Low Value Customers
18268,133,2,51,0,Low Value Customers
18269,357,2,198,1,Lost Customers
18270,37,3,327,0,Low Value Customers
18272,2,7,3092,0,Low Value Customers
18273,1,3,204,0,Low Value Customers
18274,17,2,351,0,Low Value Customers
18276,20,3,348,0,Low Value Customers
18277,57,2,123,0,Low Value Customers
18278,73,1,173,0,Low Value Customers
18280,277,1,180,1,Lost Customers
18281,180,1,80,1,Lost Customers
18282,7,3,179,0,Low Value Customers
18283,3,16,2045,0,Low Value Customers
18287,42,3,1837,0,Low Value Customers
